,category,course,query,answer,coherence,informativeness,hallucination,humanness,helpfulness,instructiveness
30,文,不朽的艺术：走进大师与经典,这么课程老师是谁,你说的是美学?,0,0,0,2,0,0
31,文,不朽的艺术：走进大师与经典,主要研究领域在哪,美学是一种艺术。,0,0,0,1,0,0
32,文,不朽的艺术：走进大师与经典,主要研究方向,研究方向是什么?,0,0,0,1,0,0
33,文,不朽的艺术：走进大师与经典,每节课市场多久,"美学是一门艺术,研究方向在哪?",0,0,0,2,0,0
34,文,不朽的艺术：走进大师与经典,每节课程时长多久,你指的是哪一节课?,1,1,1,2,0,0
35,文,不朽的艺术：走进大师与经典,艺术概说问题讲述了什么,艺术概讲了什么?我也不知道,0,0,0,2,0,0
36,文,不朽的艺术：走进大师与经典,艺术创造力,你是学艺术的吗?,0,0,0,2,0,0
37,文,不朽的艺术：走进大师与经典,如何提升自己的艺术创造力,我是学美术的,0,0,0,1,0,0
38,文,不朽的艺术：走进大师与经典,有什么技巧吗,"没有什么技巧,只要你用心去做",0,0,0,1,0,0
39,文,不朽的艺术：走进大师与经典,我没有问艺术史啊,那你问什么?,0,0,0,2,0,0
40,理,大学物理1,大学物理是理学吗？,"是的,但是不代表你能考上。",0,0,0,1,0,0
41,理,大学物理1,大学物理高效学习方法？,是的。,0,0,0,1,0,0
42,理,大学物理1,数学不好怎么学物理？,"数学不好学物理,也是一种天赋。",0,0,0,1,0,0
43,理,大学物理1,大学物理包括哪些章节？,"大学物理,包括所有的章节。",1,1,1,1,1,0
44,理,大学物理1,怎么样在平台高效学习？,"在这个平台上,我学到了很多东西。",0,0,0,1,0,0
45,理,大学物理1,学习大学物理需要预习吗？,不需要。,1,1,1,1,0,0
46,理,大学物理1,还要买课本吗？,不用。,1,1,1,1,0,0
47,理,大学物理1,要对照课本一章章看吗？,"不需要,我已经看完了。",0,0,0,1,0,0
48,理,大学物理1,质点是什么？,质点就是我的名字。,0,0,0,1,0,0
49,理,大学物理1,坐标系是几维的？,五维。,0,0,0,1,0,0
50,理,大学物理1,速度是矢量吗？,是的。,2,2,2,1,1,1
51,理,大学物理1,加速度和速度的联系？,"是的,速度和加速度的联系。",0,0,0,1,0,0
52,理,大学物理1,牛顿第一定律是什么？,加速度与速度的关系。,0,0,0,1,0,0
53,理,大学物理1,日常常见的几种力？,每种力都有自己的定义。,0,0,0,1,0,0
54,理,大学物理1,力基本要素？,加速度与加速度的关系?,0,0,0,2,0,0
55,理,大学物理1,单摆是什么？,单摆就是匀速直线运动。,0,0,0,1,0,0
56,理,大学物理1,惯性和质量关系？,惯性与质量有关。,0,0,0,1,0,0
57,理,大学物理1,刚体是？,加速度与质量的关系。,0,0,0,1,0,0
58,理,大学物理1,折射和反射区别?,"是的,差别很大。",0,0,0,1,0,0
59,理,大学物理1,共振有哪些影响因素？,这个我也不知道。,0,0,0,2,0,0
60,工,电路原理,什么是电阻,电阻就是电阻的一种。,0,0,0,1,0,0
61,工,电路原理,cuproprotein,这个我知道。,0,0,0,1,0,0
62,工,电路原理,你知道电路图吗,知道啊。,1,1,1,2,1,1
63,工,电路原理,什么是电阻,就是电阻啊。你不知道吗?,0,0,0,1,0,0
64,工,电路原理,电力,好吧。你赢了。,0,0,0,1,0,0
65,工,电路原理,电脑系统,你赢啦。我要睡觉了。晚安。,0,0,0,1,0,0
66,工,电路原理,获得释放和,这个嘛。你懂的。,0,0,0,1,0,0
67,工,电路原理,非法性电阻,这个。我也不懂。,0,0,0,2,0,0
68,工,电路原理,方程求解法,这个我还真不知道。,0,0,0,2,0,0
69,工,电路原理,finding,好吧。你赢了。,0,0,0,1,0,0
70,工,电路原理,今日,"好吧,我错了。原谅我吧。",0,0,0,1,0,0
71,工,电路原理,花纹图案,我知道了。你是想说这个符号的。,0,0,0,1,0,0
72,工,电路原理,M-T图,好吧，原谅你。,0,0,0,1,0,0
73,工,电路原理,rabat,好吧原谅你好了,0,0,0,1,0,0
74,工,电路原理,夏洛特皇后湾,你知道的太多了。,0,0,0,1,0,0
75,工,电路原理,打火机燧石,这个你都知道。,0,0,0,1,0,0
76,工,电路原理,雷氏圆形隧道窑,我只知道这个。,0,0,0,1,0,0
77,工,电路原理,小于胎龄儿,好吧。我还真不知道,0,0,0,1,0,0
78,工,电路原理,电路板测试,"好吧,这个我知道",0,0,0,1,0,0
79,工,电路原理,整流器式电动车辆,好吧,0,0,0,1,0,0
80,社,经济学原理,小木 起床了吗,"小木,你在干嘛?",0,0,0,1,0,0
81,社,经济学原理,什么是经济学,我也不知道,0,0,0,2,0,0
82,社,经济学原理,核酸检测是什么,"就是核酸,我也没听过",0,0,0,2,0,0
83,社,经济学原理,中秋节快乐,"小木你也是,中秋快乐",2,2,2,2,1,1
84,社,经济学原理,为什么要核酸检测呢,做核酸是为了检测人的健康,1,1,1,2,1,1
85,社,经济学原理,电视剧是谁方面的,"做的是核酸啊,不是检测",0,0,0,1,0,0
86,社,经济学原理,中秋节c吃月饼还是粽子,"吃粽子啊,中秋节要吃月饼的",2,2,2,2,2,1
87,社,经济学原理,今晚有嫦娥吗,"有,但是我不知道嫦娥在哪",1,1,1,2,1,1
88,社,经济学原理,什么是基本生理需要,"我也不懂,只知道有嫦娥",0,0,0,1,0,0
89,社,经济学原理,成都的市长是谁,我也想知道,0,0,0,2,0,0
90,社,经济学原理,他们有几个孩子,好像是两个吧,1,1,1,2,1,1
91,社,经济学原理,经济学原理,"好吧,这个我不懂",0,0,0,2,0,0
92,社,经济学原理,这个经济怎么样发展的,"不知道,没关注过",0,0,0,2,0,0
93,社,经济学原理,藤椒泡面好吃吗,"还行吧,我不喜欢吃泡面",2,2,2,2,1,1
94,社,经济学原理,生产可能曲线,"不懂,我只知道我不爱吃",0,0,0,1,0,0
95,社,经济学原理,资源主要有,有什么资源?我也不太了解,0,0,0,2,0,0
96,社,经济学原理,什么是自然资源,自然资源就是你的资源啊,0,0,0,1,0,0
97,社,经济学原理,什么是数字经济,"好吧,你赢了",0,0,0,1,0,0
98,社,经济学原理,研究自然资源的学者,你是研究经济的?,0,0,0,2,0,0
99,社,经济学原理,复旦大学好啊没,"好啊,你是哪个学校的啊?",1,1,1,2,1,0
100,理,逻辑学概论,逻辑学是什么呢？,"逻辑学的范围很广,可以说是非常广泛了。",0,0,0,1,0,0
101,理,逻辑学概论,逻辑学和统计学有联系吗？,逻辑学就是统计学的一种。,2,2,2,2,2,1
102,理,逻辑学概论,学习逻辑学之前，要做哪些准备学习？,"这个要看你的目的是什么,如果是为了学逻辑学,那么就要把逻辑学学好。",0,0,0,1,0,0
103,理,逻辑学概论,逻辑学概论属于工学吗？,"属于逻辑学范畴,但不属于数学。",0,0,0,1,0,0
104,理,逻辑学概论,学习逻辑学概论课后怎么复习？,"这个,我也不知道。",0,0,0,2,0,0
105,理,逻辑学概论,课后要做题练习不？,不需要。,0,0,0,1,0,0
106,理,逻辑学概论,这个平台学习逻辑学概论好吗？,我觉得挺好的。,0,0,0,2,0,0
107,理,逻辑学概论,逻辑学概论哪个老师教得好？,这个我就不清楚了。,0,0,0,2,0,0
108,理,逻辑学概论,逻辑学的推理是？,我不清楚。,0,0,0,2,0,0
109,理,逻辑学概论,逻辑学的推理形式包括？,不包括。,0,0,0,1,0,0
110,理,逻辑学概论,什么是有效推理形式？,就是推理过程中的推理。,1,1,1,2,1,1
111,理,逻辑学概论,逻辑学的特点有哪些？,我不知道。,0,0,0,2,0,0
112,理,逻辑学概论,同一律是什么？,同律是不同的概念。,0,0,0,1,0,0
113,理,逻辑学概论,矛盾律是？,矛盾律?,0,0,0,1,0,0
114,理,逻辑学概论,论证和论据是？,逻辑学是一种思维方式。,0,0,0,1,0,0
115,理,逻辑学概论,逻辑学和中国古代思想有什么联系？,逻辑学的本质是逻辑学。,0,0,0,1,0,0
116,理,逻辑学概论,命题是？,命题是什么?,0,0,0,2,0,0
117,理,逻辑学概论,命题联结词和命题关系？,"命题是逻辑,命题是命题。",0,0,0,1,0,0
118,理,逻辑学概论,反蕴涵是什么？,逻辑学与逻辑学之间的关系。,0,0,0,1,0,0
119,理,逻辑学概论,肯定后件式是？,正确答案:c。解析见图:,0,0,0,0,0,0
120,社,马克思主义基本原理,什么是马克思主义,"什么是人类的本质,什么是物种的本质。",0,0,0,2,0,0
121,社,马克思主义基本原理,中国课程多吗,"多,但是不多。",0,0,0,1,0,0
122,社,马克思主义基本原理,马克思主义难吗,"不难,只要你想。",1,1,1,2,1,1
123,社,马克思主义基本原理,我感觉要记好多大学,你的大学是什么样的?,0,0,0,2,0,0
124,社,马克思主义基本原理,马克思主义基本原理、,"好吧,我只知道基本原理。",0,0,0,2,0,0
125,社,马克思主义基本原理,新民主主义,你是哪个学校的啊?,0,0,0,2,0,0
126,社,马克思主义基本原理,社会主义,"哦,我知道了。",0,0,0,1,0,0
127,社,马克思主义基本原理,马克思主义谁提出来的,你不知道吗?,0,0,0,1,0,0
128,社,马克思主义基本原理,中国好吗,好吧。,1,1,1,1,1,0
129,社,马克思主义基本原理,小测试难吗,"不清楚,没做过。",0,0,0,2,0,0
130,社,马克思主义基本原理,你知道哈登吗,知道。,1,1,1,2,1,1
131,社,马克思主义基本原理,你知道金产产吗,知道啊。,1,1,1,2,1,1
132,社,马克思主义基本原理,你知道马克思主义,"知道,但是不知道他。",1,1,1,2,1,1
133,社,马克思主义基本原理,你知道达尔文吗,知道,1,1,1,2,1,1
134,社,马克思主义基本原理,马克思主义基本原理,知道吗,0,0,0,1,0,0
135,社,马克思主义基本原理,淘宝知道吗,知道。,1,1,1,2,1,1
136,社,马克思主义基本原理,新加坡在哪,新加坡是个好地方。,0,0,0,1,0,0
137,社,马克思主义基本原理,习近平思想知道吗,知道啊。,0,0,0,1,0,0
138,社,马克思主义基本原理,微信怎么用,不知道怎么用。,0,0,0,2,0,0
139,社,马克思主义基本原理,有上面难点吗,没有。,0,0,0,1,0,0
140,文,毛泽东思想和中国特色社会主义理论体系概论,什么是毛泽东思想,我也不知道,0,0,0,2,0,0
141,文,毛泽东思想和中国特色社会主义理论体系概论,毛泽东万岁,我也是刚刚知道的,0,0,0,1,0,0
142,文,毛泽东思想和中国特色社会主义理论体系概论,郭沫若,郭沫若是谁?,0,0,0,2,0,0
143,文,毛泽东思想和中国特色社会主义理论体系概论,你在睡觉吗,我在看电视,2,2,2,2,2,1
144,文,毛泽东思想和中国特色社会主义理论体系概论,毛泽东伟大事迹,你知道吗?,0,0,0,2,0,0
145,文,毛泽东思想和中国特色社会主义理论体系概论,马克思主义,他是个伟大的人,0,0,0,1,0,0
146,文,毛泽东思想和中国特色社会主义理论体系概论,你知道快手吗,不知道,0,0,0,2,0,0
147,文,毛泽东思想和中国特色社会主义理论体系概论,我每次学习要走神,我只要看快手就会走神,1,1,1,2,1,0
148,文,毛泽东思想和中国特色社会主义理论体系概论,马克思主义中国化,我喜欢快手,0,0,0,1,0,0
149,文,毛泽东思想和中国特色社会主义理论体系概论,毛泽东好朋友是谁,是你的好朋友吗,0,0,0,1,0,0
150,文,毛泽东思想和中国特色社会主义理论体系概论,陈独秀,陈独秀是你吗,0,0,0,1,0,0
151,文,毛泽东思想和中国特色社会主义理论体系概论,你想回家吗,不想,2,2,2,2,1,1
152,文,毛泽东思想和中国特色社会主义理论体系概论,我知道那种想什么,我不想回家,0,0,0,1,0,0
153,文,毛泽东思想和中国特色社会主义理论体系概论,李群的李代数,李群是谁,0,0,0,1,0,0
154,文,毛泽东思想和中国特色社会主义理论体系概论,王位继承法,我不知道,0,0,0,2,0,0
155,文,毛泽东思想和中国特色社会主义理论体系概论,云南,我想知道李群到底是谁?,0,0,0,2,0,0
156,文,毛泽东思想和中国特色社会主义理论体系概论,口罩是什么,口罩就是李群,0,0,0,0,0,0
157,文,毛泽东思想和中国特色社会主义理论体系概论,中国特色社会主义道路,你知道的太多了,0,0,0,1,0,0
158,文,毛泽东思想和中国特色社会主义理论体系概论,马克思为什么中国话,我是说李群是谁,0,0,0,1,0,0
159,文,毛泽东思想和中国特色社会主义理论体系概论,为什么脖子会痛,你脖子痛吗?,0,0,0,1,0,0
160,其,日语与日本文化,这门课有没有好的方法学习,我觉得这个课挺有意思的,0,0,0,1,0,0
161,其,日语与日本文化,有没有推荐高效的学习方法,我也想知道,0,0,0,2,0,0
162,其,日语与日本文化,这门课要怎么学习,我也不知道啊,0,0,0,2,0,0
163,其,日语与日本文化,这门课课程难度大吗,我觉得还好吧,2,2,2,2,2,1
164,其,日语与日本文化,学了这门课对我有什么帮助,我觉得这门课很有意思啊,0,0,0,1,0,0
165,其,日语与日本文化,这门课好学吗,我觉得挺有意思的,1,1,1,2,1,1
166,其,日语与日本文化,我能学明白吗,我觉得很有趣啊,0,0,0,1,0,0
167,其,日语与日本文化,我的基础有点差，可以吗,我觉得你的基础很好,0,0,0,1,0,0
168,其,日语与日本文化,あ是什么意思,就是很好的意思啊,0,0,0,1,0,0
169,其,日语与日本文化,い是什么意思,我也不知道啊,0,0,0,1,0,0
170,其,日语与日本文化,ア是什么意思,就是很厉害的意思,0,0,0,1,0,0
171,其,日语与日本文化,イ是什么意思,就是很棒的意思呀,0,0,0,1,0,0
172,其,日语与日本文化,什么是平假名,就是很可爱的意思啦,0,0,0,1,0,0
173,其,日语与日本文化,什么是片假名,就是很好的意思啊,0,0,0,1,0,0
174,其,日语与日本文化,什么是万叶假名,就是很好玩的意思了,0,0,0,1,0,0
175,其,日语与日本文化,古事记讲的什么,古事记说的什么呀,0,0,0,1,0,0
176,其,日语与日本文化,日本书纪讲的什么,就是很有趣的意思呀,0,0,0,1,0,0
177,其,日语与日本文化,万叶集讲的森么,就是很搞笑的意思,0,0,0,1,0,0
178,其,日语与日本文化,哪个汉语词汇不是来源于日语？,是的呀但是我觉得很好笑啊,0,0,0,1,0,0
179,其,日语与日本文化,日语的平假名来源于汉字的哪个书写体？,我不知道啊只是觉得好笑,0,0,0,1,0,0
180,工,软件工程,怎么样学好软件工程这门课呢？,"学会了,就能学好。",0,0,0,1,0,0
181,工,软件工程,软件工程属于计算机领域吗？,不属于。,0,0,0,2,0,0
182,工,软件工程,软件工程在日常工作中接触到的频率高吗？,不高。,0,0,0,2,0,0
183,工,软件工程,软件工程有什么效率高的学习方法不？,"没有,我也是学计算机的。",0,0,0,1,0,0
184,工,软件工程,软件工程要经常写程序吗？,"不需要,但是要有一定的编程基础。",0,0,0,1,0,0
185,工,软件工程,软件工程和计算机科学联系？,"是的,这个和编程有关。",0,0,0,1,0,0
186,工,软件工程,软件工程有哪些语言呢？,"c语言,java,c,java。",0,0,0,1,0,0
187,工,软件工程,软件工程是做前端还是后端的多呢？,后端多一些。,2,2,2,2,2,1
188,工,软件工程,软件工程可以预测股票走势吗？,可以的。,2,2,2,2,2,1
189,工,软件工程,编写代码的规则有哪些？,"编程没有规则,只有执行。",2,2,2,2,2,1
190,工,软件工程,源代码是什么？,源代码就是程序的代码。,2,2,2,2,2,1
191,工,软件工程,python是什么编程语言？,"python是源代码的代码,不是编程语言。",0,0,0,1,0,0
192,工,软件工程,如何定义函数？,"源代码,就是函数。",0,0,0,1,0,0
193,工,软件工程,程序的包是什么？,"源代码包是函数,不是程序。",0,0,0,1,0,0
194,工,软件工程,集成开发环境有哪些？,源代码不是源代码。源代码不包含源代码,0,0,0,1,0,0
195,工,软件工程,代码运行是什么？,"源代码是源体,不是代码。",0,0,0,1,0,0
196,工,软件工程,bug是什么？,源代码就是源体。,0,0,0,1,0,0
197,工,软件工程,面向对象和面向用户区别？,"源代码源体是源代码,源代码只包含了源代码和源代码的源体",0,0,0,1,0,0
198,工,软件工程,结对编程是什么？,"源代码指的是源式编程,源式源体指的源式程序",0,0,0,1,0,0
199,工,软件工程,白盒测试和黑盒测试是什么？,"源代码没有源式测试,源体只有源代码",0,0,0,1,0,0
200,其,生活英语读写,怎么高效学习,我也想知道,0,0,0,1,0,0
201,其,生活英语读写,有没有推荐的学习方法,我也不知道啊,0,0,0,1,0,0
202,其,生活英语读写,怎么高效学习,"我也是啊,而且效率很低",0,0,0,1,0,0
203,其,生活英语读写,有没有推荐的学习方法,"我也在找啊,你找到了吗",0,0,0,1,0,0
204,其,生活英语读写,生活英语读写教什么啊,我也没找到啊,0,0,0,1,0,0
205,其,生活英语读写,我英语读写能力好差啊,"我也差,你有什么好方法吗",0,0,0,1,0,0
206,其,生活英语读写,你教教我英语成绩提高的方法吧,我也不知道啊,0,0,0,1,0,0
207,其,生活英语读写,我学习英语效率好低啊,我也是啊,0,0,0,1,0,0
208,其,生活英语读写,有没有好的教背单词的方法,我也想知道,0,0,0,1,0,0
209,其,生活英语读写,背单词记不住怎么办,我也记不住,0,0,0,1,0,0
210,其,生活英语读写,she是什么意思,she是复数的意思,0,0,0,1,0,0
211,其,生活英语读写,he是什么意思,she就是复数啊,0,0,0,1,0,0
212,其,生活英语读写,it是什么意思,it就是it的意思啊,0,0,0,1,0,0
213,其,生活英语读写,let是什么意思,she复数就是it啊,0,0,0,1,0,0
214,其,生活英语读写,safe是什么意思,she就是she的复数,0,0,0,1,0,0
215,其,生活英语读写,water是什么意思,"she就是safe,she是复数的意思",0,0,0,1,0,0
216,其,生活英语读写,out是什么意思,"out是形容词,复数是名词",0,0,0,1,0,0
217,其,生活英语读写,sad是什么意思,"safe就是形容词复数,she就是名词",0,0,0,1,0,0
218,其,生活英语读写,row是什么意思,shen复数shen,0,0,0,1,0,0
219,其,生活英语读写,one是什么意思,"shen是可数名词,可数名词",0,0,0,1,0,0
220,其,生活英语听说,怎么高效学习？,"高效学习的方法有很多,但是最重要的就是坚持。",2,2,2,2,2,1
221,其,生活英语听说,有没有推荐的学习方法？,"有的,你可以看一下我的文章。",2,2,2,2,1,1
222,其,生活英语听说,我英语学习能力比较差,那就多看英文原版书。,2,2,2,2,2,1
223,其,生活英语听说,想请教一下怎么学习英语,我也不知道怎么教你。,0,0,0,2,0,0
224,其,生活英语听说,我的英语口语怎么都练不好，怎么办,"多看美剧,多和外国人交流。",2,2,2,2,2,1
225,其,生活英语听说,英语交谈要注意哪些问题,"多听,多看,多说。",2,2,2,2,2,1
226,其,生活英语听说,要避免问什么英语问题,"我的意思是,你可以先学英语。",0,0,0,1,0,0
227,其,生活英语听说,听完这个课会对我英语成绩有进步吗,"我觉得这个问题,应该问你自己。",1,1,1,2,1,1
228,其,生活英语听说,听完这个课我会进步多大,这个要看你自己了。,1,1,1,2,1,1
229,其,生活英语听说,我会努力学习英语听说的,"嗯,加油。",2,2,2,2,1,1
230,其,生活英语听说,什么是英语听说,就是说你的英语成绩会很好。,0,0,0,1,0,0
231,其,生活英语听说,什么是生活英语听说,生活英语就是你的生活。,0,0,0,1,0,0
232,其,生活英语听说,how是什么意思,how是你的意思。,0,0,0,1,0,0
233,其,生活英语听说,yes有什么同义句,"yes,yes。",0,0,0,0,0,0
234,其,生活英语听说,我饿了用英语怎么说,你饿了就吃呗。,0,0,0,1,0,0
235,其,生活英语听说,we是什么意思,we是地名。你百度一下就知道了。,0,0,0,1,0,0
236,其,生活英语听说,you是什么意思,you是我的名字。,0,0,0,1,0,0
237,其,生活英语听说,why是什么意思,why是我英文名。,0,0,0,1,0,0
238,其,生活英语听说,red是什么意思,red是我名字的缩写。,0,0,0,1,0,0
239,其,生活英语听说,yellow是什么意思,意思是我很喜欢你。,0,0,0,1,0,0
240,工,数据结构（上）,查看历史问题,历史问题?你说的是谁?,0,0,0,1,0,0
241,工,数据结构（上）,课程如何考核？,"还没考核呢,明天去了再说吧。",1,1,1,2,1,1
242,工,数据结构（上）,怎么选课？,"不知道啊,我还没选呢。",1,1,1,2,1,0
243,工,数据结构（上）,如何退课？,我也想知道怎么退啊。,0,0,0,2,0,0
244,工,数据结构（上）,购买了认证课程后是否支持退课退款？,"不支持退款,但是可以退钱。",0,0,0,1,0,0
245,工,数据结构（上）,如何在讨论区发言？,"我也不懂啊,好像只能退钱吧",0,0,0,1,0,0
246,工,数据结构（上）,讨论区怎么使用？,"我也没懂,你去问问客服吧。",1,1,1,2,1,1
247,工,数据结构（上）,讨论区提问老师会回答吗？,"问了,回答了。",2,2,2,2,1,1
248,工,数据结构（上）,什么是队列？,"就是你要是退款了,就不能退钱了",0,0,0,1,0,0
249,工,数据结构（上）,队列有什么用？,队列就是退款啊。,0,0,0,1,0,0
250,工,数据结构（上）,队列有哪几种分类？,"你去问客服吧,我不知道。",0,0,0,1,0,0
251,工,数据结构（上）,队列一般什么时候用？,"我也不太清楚,你去问问客服吧。",0,0,0,1,0,0
252,工,数据结构（上）,什么是链表？,"就是你在队列的时候,就可以用了。",0,0,0,1,0,0
253,工,数据结构（上）,与单向链表相比，双向链表的优点是？,你说的这个我不太了解。,0,0,0,2,0,0
254,工,数据结构（上）,这门课难不难学呀？,"不难,只要你用心学。",1,1,1,2,1,1
255,工,数据结构（上）,学这门课需要有什么基础吗？,"这个,我也不是很清楚。",0,0,0,2,0,0
256,工,数据结构（上）,学这门课之前要学别的课程吗？,"这个就不清楚了,我只知道有一堂课是要用的。",0,0,0,1,0,0
257,工,数据结构（上）,听不懂老师讲的课怎么办？你有什么好的学习方法吗？,我没有什么好方法。,0,0,0,1,0,0
258,工,数据结构（上）,怎么高效学习？,我也不知道。,0,0,0,1,0,0
259,工,数据结构（上）,有什么好的学习方法吗？,我也想知道啊!,0,0,0,2,0,0
260,社,思想道德修养与法律基础,社会主义道德,道德是什么?能吃吗?,0,0,0,1,0,0
261,社,思想道德修养与法律基础,这门课是政治课吗？,"是啊,你不知道?",0,0,0,1,0,0
262,社,思想道德修养与法律基础,思想道德与法律基础，是不是这门课比较枯燥乏味？,你说呢?,0,0,0,1,0,0
263,社,思想道德修养与法律基础,怎样快乐学习呢？,你想知道吗?我可以告诉你。,0,0,0,2,0,0
264,社,思想道德修养与法律基础,我想快乐学习这门课，你有什么建议吗？,我建议你不要学这门课。,0,0,0,1,0,0
265,社,思想道德修养与法律基础,法律知识点好多，怎么背更高效？,"我建议,不要学这个。",0,0,0,1,0,0
266,社,思想道德修养与法律基础,你没说试什么？,"我没说什么,但是我建议不要学。",0,0,0,1,0,0
267,社,思想道德修养与法律基础,我最讨厌背书了，你有什么窍门吗？,"我没有,我只是建议。",1,1,1,2,1,0
268,社,思想道德修养与法律基础,有没有不用背就学习好的方法？,没有。,1,1,1,1,1,0
269,社,思想道德修养与法律基础,这门课怎么考试？,我也不知道。,1,1,1,2,1,0
270,社,思想道德修养与法律基础,除了背知识点，还有什么学习方法？,我也想不出来。,0,0,0,2,0,0
271,社,思想道德修养与法律基础,道德的定义是什么？,这个我就不清楚了。,0,0,0,2,0,0
272,社,思想道德修养与法律基础,资产阶级人道主义,"这个你就不用知道了,我也没办法。",0,0,0,1,0,0
273,社,思想道德修养与法律基础,社会主义民主政治,"你是说,这个世界上有道德的人?",0,0,0,1,0,0
274,社,思想道德修养与法律基础,资产阶级人道主义,这个社会的道德标准是什么呢?,0,0,0,1,0,0
275,社,思想道德修养与法律基础,社会道德的定义是什么？,我不知道。,1,1,1,2,1,0
276,社,思想道德修养与法律基础,资本道德和社会道德的区别是什么？,"资本是人的道德,社会道德是个人的道德。",2,2,2,2,2,1
277,社,思想道德修养与法律基础,资产阶级也有人道主义吗？,"我只知道,资本是社会的良心。",1,1,1,2,1,1
278,社,思想道德修养与法律基础,如何理解资产阶级人道主义？,"资产阶级的良心,就是把人当人看。",0,0,0,1,0,0
279,社,思想道德修养与法律基础,理想和信念之间的关系是什么？,理想是人看到的东西。,0,0,0,1,0,0
280,理,算法设计与分析,什么是算法设计与分析？,"算法分析,就是做模型的时候用到的",1,1,1,2,1,1
281,理,算法设计与分析,什么是极值？,就是用到了极值,0,0,0,1,0,0
282,理,算法设计与分析,什么是算法？,就是用不到的东西都叫做算法,0,0,0,1,0,0
283,理,算法设计与分析,有什么算法？,就是用了就知道的算法,0,0,0,0,0,0
284,理,算法设计与分析,算法有哪些？,比如说这个你知道吗?,0,0,0,2,0,0
285,理,算法设计与分析,算法有什么作用？,"比如说,你想知道什么?",0,0,0,2,0,0
286,理,算法设计与分析,简捷算法；简便算法,简捷计算有什么用?,0,0,0,2,0,0
287,理,算法设计与分析,波前算法,波前计算是什么意思?,0,0,0,2,0,0
288,理,算法设计与分析,什么是波前算法？,波前运算是什么呢?,0,0,0,2,0,0
289,理,算法设计与分析,什么是稳定体制问题？,"稳定体制是什么?波前算术是什么,波前数学是什么",0,0,0,1,0,0
