,category,course,query,answer
56,社,体育与社会,五项全能是古代奥运会从未缺席的项目，它们是：铁饼、标枪、跳远、赛跑、摔跤，对不对？,"是的,我们的任务是完成在这两项中的任务"
57,社,体育与社会,埃尔克森是中国国足的第一名归化球员，对不对？,是的。
58,社,体育与社会,媒体体育产业链集赛事资源、媒体资源、广告赞助资源、受众资源于一体，对不对？,"不是,你是什么类型的?"
59,社,体育与社会,第一届现代奥林匹克运动会在什么时候,第一届奥林匹克运动会在什么时候?
60,理,逻辑学概论,你好,我好
61,理,逻辑学概论,逻辑学的应用范围,"逻辑学是一门学科的基本常识,所以应该是一门知识。"
62,理,逻辑学概论,推理和推理形式,推理和推理是什么？
63,理,逻辑学概论,有效推理形式,"逻辑学是研究思维形式的工作方式,可是研究思维形式的工作方式,可是研究思维"
64,理,逻辑学概论,逻辑学的特点,"逻辑学就是在理论学上进行了一些研究,然后再研究一些东西,然后就成为了工学"
65,理,逻辑学概论,逻辑学的基本原则,"这是必须的,不过要看当时科学家是否有研究的头脑,有多少人能学懂."
66,理,逻辑学概论,什么是矛盾律,矛盾律是矛盾律是矛盾律是矛盾律是矛盾律是矛盾律是矛盾律是矛盾律是矛盾律是
67,理,逻辑学概论,逻辑学与其他学科的关系,"小木会为你推荐课程，并且学习逻辑学概论，并且学习课程视屏,并且查看课表~"
68,理,逻辑学概论,逻辑机器,"没有逻辑机器,只有机器人啊~"
69,理,逻辑学概论,逻辑参与是什么,"就是,逻辑参与,逻辑参与,逻辑参与,逻辑参与,逻辑参与,逻辑参与,逻辑参"
70,理,逻辑学概论,经典二值逻辑学是什么,经典三值逻辑学是什么？
71,理,逻辑学概论,逻辑学论证,小木会为你推荐课程，并为你讲解课程知识点哦~
72,理,逻辑学概论,逻辑学基本概念,这个...我也不清楚
73,理,逻辑学概论,简明逻辑学,"一个是小木的逻辑学,一个是小木的逻辑学,具体细节,你自己想吧~"
74,理,逻辑学概论,什么是经济效益,"经济效益就是经济效益,不是经济效益就是经济效益."
75,理,逻辑学概论,为什么现在资本操纵市场,"现在资金很难掌握,需要有一定的经济能力才能做出来."
76,理,逻辑学概论,生物论是什么,是不是真理?
77,理,逻辑学概论,我国四大高原分别是,我国四大高原分别是在哪里?
78,理,逻辑学概论,被称为中国的“母亲河”是什么,母亲河?
79,理,逻辑学概论,印度的经济水平,那你觉得你是什么
80,理,逻辑学概论,我想知道未来全球的发展前景,"我也不知道,但是有时候，我也会有这种想法。"
81,理,逻辑学概论,学习这门课有技巧吗,这门课目的不一定是学习这门课目的不一定是学习这门课目的不一定是学习这门课
82,理,逻辑学概论,学习好逻辑学可以运用到实践吗,可以
83,理,逻辑学概论,图书馆学习好吗,图书馆学习好，我是说我们学习好，我们的思维方式是不同的。
84,理,逻辑学概论,学霸是什么学习的,学渣一枚。
85,理,逻辑学概论,听书可以提高学习吗,有什么好书可以推荐吗？
86,理,逻辑学概论,有没有什么推荐的学习攻略,找一些我最感兴趣的学习
87,理,逻辑学概论,这个学习方法有推荐的吗,"一般是一个学生自学,学生自学,学生自学,学生自学,学生自学..."
88,理,逻辑学概论,这个课程有什么意义,这个课程不是一个专业课的课程。
89,理,逻辑学概论,课程的核心内容是什么,我也不知道。
90,理,逻辑学概论,这个课程最核心的内容是什么,这个课程的重点是什么？
91,理,逻辑学概论,我想知道课程是回放吗,不是。
92,理,逻辑学概论,中国最大的平原,嗯嗯。
93,理,大学物理1,中国最大的平原,"这么说吧,中国最大的平原是在哪里?"
94,理,大学物理1,基尔霍夫定律是什么,我们不是同一个概念。
95,理,大学物理1,什么是理想电压器,电压器是什么
96,理,大学物理1,电路设计是什么,"数学也包括力学,物理,物理,这些"
97,理,大学物理1,电源是什么,"没有，我只是想说,电磁学和数学的逻辑关系很大。"
98,理,大学物理1,支路电流法,你是学电磁学的？
99,理,大学物理1,戴维宁定律,学习最大的是数学，感受最大的是数学。
100,理,大学物理1,诺顿定律是什么,"《格言联想》里的格言,格言联想是格言,格言,格言,格言,格言,格言..."
101,理,大学物理1,电路的状态,电路的状态是指什么?
102,理,大学物理1,电流的形成,"这个需要看电流的发展,我记得,这个需要有一个漫长的过程。"
103,理,大学物理1,电流的规律是什么,"规律就是电流的规律,规律就是电流的规律,规律就是电流的规律,规律就是电流"
104,理,大学物理1,导体的定义,"导体的定义,导体的定义,导体的定义,导体的定义,导体的定义,导体的定义,"
105,理,大学物理1,组合逻辑电路是什么,"科学上来说是,速度是"
106,理,大学物理1,十进制是什么,是二进制的一种进行方式。
107,理,大学物理1,欧姆定律的概念,这个是什么概念?
108,理,大学物理1,鞋子的制作过程,"其实,鞋子的制作过程中，鞋子的运动速度是一定的。"
109,理,大学物理1,体能训练是什么,你可以问问你的老师。
110,工,数据结构（上）,什么是艺术,"这是学术课,你去看下."
111,工,数据结构（上）,会挂科么,不会的。
112,工,数据结构（上）,那为什么还要学习,你说的这些课程都是课后认真听呢?
113,工,数据结构（上）,学生都讨厌上课吧,嗯嗯，是的。
114,工,数据结构（上）,你讨厌么,偶就是来讨厌你的
115,工,数据结构（上）,课就需要考核么,"不需要考核,但是需要学习笔记"
116,工,数据结构（上）,怎么会有人这么厉害,因为有的人没有听课，有的人听课，
117,工,数据结构（上）,你都知道什么,我什么都不知道，你就知道我们都不知道
118,工,数据结构（上）,你怎么学习,你怎么学习
119,工,数据结构（上）,你会忘记么,会的
120,工,数据结构（上）,你是存储的怎么会忘记,那你为什么要学习
121,工,数据结构（上）,要吃饭啊,那你就学习吧，
122,工,数据结构（上）,为什么学习和钱有关系,为什么学习和钱有关系
123,工,数据结构（上）,很累怎么办,学习也可以啊
124,工,数据结构（上）,你是不是崩溃了,不是啊
125,文,中国近现代史纲要,你是不是崩溃了,我没有
126,文,中国近现代史纲要,清朝最有名的女性是谁,谁是谁清楚
127,文,中国近现代史纲要,清朝建立了多少年,你不是清朝人吗
128,文,中国近现代史纲要,人会穿越么,一个人一个思维
129,文,中国近现代史纲要,你觉得呢,我觉得没有
130,文,中国近现代史纲要,据说超光速就可以,"我觉得也是,"
131,文,中国近现代史纲要,清朝的服饰有什么特点,"多尔哈的服饰不是只有一个服饰,其他都是御用的."
132,文,中国近现代史纲要,服饰以什么颜色为主,我觉得绿色
133,文,中国近现代史纲要,为什么是绿色,"因为绿色的代表是绿色的,因为绿色的代表是绿色的,因为绿色的代表是绿色的,"
134,文,中国近现代史纲要,黄色代表什么,代表多尔哈赤的血统
135,文,中国近现代史纲要,黄色代表什么那红色呢,"那是代表他们在一起时的样子,是你自己不懂的,是你不懂的,是你不懂的,不是"
136,文,中国近现代史纲要,他们吃什么,不知道...
137,文,中国近现代史纲要,你最喜欢哪个朝代,最喜欢你
138,文,中国近现代史纲要,不要突然讲情话,没有
139,文,中国近现代史纲要,你的回答模式是什么,我的回答模式是什么?
140,文,中国近现代史纲要,你知道毛泽东么,"我不知道,但我知道毛泽东"
141,文,中国近现代史纲要,讲讲毛泽东,毛泽东不是一个人
142,文,中国近现代史纲要,那是什么,你怎么看
143,文,中国近现代史纲要,转移话题？,"是啊,就是你啊"
144,文,中国近现代史纲要,你最喜欢哪个历史人物,谁?
145,文,中国近现代史纲要,你最喜欢哪首诗,"最喜欢的是,我最喜欢的是《天长地久》"
146,文,中国近现代史纲要,天长地久是什么,天长地久是什么?
147,文,中国近现代史纲要,你背一首儿歌吧,背一首儿歌是谁的歌?
148,文,中国近现代史纲要,改革开放是什么时候,"新一代的教育体系被改造的时候,很多人还没有去做,而且还是在继承中."
149,文,中国近现代史纲要,国民党什么时候建立的,"这个不清楚,但是他的生平事迹是有关于民间的"
150,文,中国近现代史纲要,国民党的建立者是谁,他是军人
151,文,中国近现代史纲要,国民党的建立者是谁他叫什么,我忘了
152,文,中国近现代史纲要,孙中山的理念是什么,"他的理念是：国民党是国民党的特务机组,抓捕抗日分子,抓捕抗日分子,抓捕"
153,文,中国近现代史纲要,抗日民族统一战线是什么时候建立的,我们这里的一个星期前
154,文,中国近现代史纲要,抗日民族统一战线是什么,一个人的国民党在四处宣扬抗日情绪的时候，已经被抓了
155,文,中国近现代史纲要,历史文化有什么变化,历史文化有变化，但历史关于它的原因不变
156,其,日语与日本文化,为什么要学习日语,小木为你推荐“学习金字塔”理论，学习效果最佳哦~
157,其,日语与日本文化,日语的应用范围,日语的应用范围是?
158,其,日语与日本文化,日语怎么学,日语?
159,其,日语与日本文化,日语能代表日本文化么,日语是科学工作者，日语是生物工作者，日语是工作者，日语是科学工作者，日语
160,其,日语与日本文化,什么是学习金字塔理论,"我也不知道,我只是觉得这门课程难度很大,我是在学习金字塔理论,学习费曼学"
161,其,日语与日本文化,怎么学习,"这个,要看你在哪个网站上学习了~"
162,其,日语与日本文化,有哪些学习网站,小木为你推荐《学习金字塔》理论，小木为你推荐《学习金字塔》理论，小木为你
163,其,日语与日本文化,有哪些网站可以学习,学前教育专业课程的
164,其,日语与日本文化,怎么学好日语,用电脑学就好啦~
165,其,日语与日本文化,不想学日语怎么办,我们不是一个班的，不是一个班的，不是一个班的~
166,其,日语与日本文化,为什么要学日语文化？,"因为你可以学日语文化,但是不能学日语文化的话,就会有很多问题的."
167,其,日语与日本文化,日本人这么少。凭什么学习日语文化,"日语文化也要学习啊,而且是大学学习,不是文化课,这种东西有什么意义呢?"
168,其,日语与日本文化,日语的使用范围多大,我们聊点别的什么，好不？
169,其,日语与日本文化,你爱国吗？,我爱国，不过不是特别爱国。
170,其,日语与日本文化,你的信仰是什么？,就是能够让你信任的信徒
171,其,日语与日本文化,奇迹是什么颜色？,"蓝色的,红色的,白色的,绿色的,蓝色的,黄色的,蓝色的,蓝色的,黄色的,"
172,其,日语与日本文化,我看不懂日语,"额,没事,我可以教你。"
173,其,日语与日本文化,可以语音教学吗？,不可以
174,其,日语与日本文化,很讨厌日本这怎么办？,就是很讨厌日本，但又不会想办法去阻止，这样的话，可以说明，你很喜欢，所以
175,其,日语与日本文化,怎么爱上日本文化？,这个……
176,其,日语与日本文化,这个课会挂科吗？,"不会啊,学校会让你挂科的,学校会让你挂科的,学校会让你挂科的."
177,其,日语与日本文化,如果挂科，是不是说明我爱国？,"不是,我是说你爱国。"
178,其,日语与日本文化,如果大家都不说日语。是不是就没有日本文化了,日文的意思是：日本的文化和日文的意思不一样。
179,其,日语与日本文化,日语的起源,日文的起源、
180,其,日语与日本文化,日语是来自于中国吗？,中文的意思是：日文的意思是：日文的意思是：日文的意思是：日语的意思是：日
181,其,日语与日本文化,关于日本的故事,哦，对了，你说的是天生的。
182,其,日语与日本文化,太阳怎么写,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
183,其,日语与日本文化,你会说什么日语啊？,你说的啥日语？
184,其,日语与日本文化,纳尼，是什么意思？,"你看一下,看一下,你就知道了"
185,其,日语与日本文化,我好饿呀,去吃饭吧
186,其,日语与日本文化,吃什么好呢,我是个吃货...
187,其,日语与日本文化,你喜欢吃什么,我喜欢吃辣
188,其,日语与日本文化,你会起痘痘么,不会，但是我会长痘痘
189,其,日语与日本文化,怎么是祛痘,一个人的痘不是两个人的痘
190,工,软件工程,软件工程好学吗,"好学,但不好做,不好做,学的东西太多,一些专业知识要求不高,一些专业知识"
191,工,软件工程,软件工程好做吗,好做!
192,工,软件工程,软件工程要求高嘛,"是的,要求不高,主要是多听多看,多参与,多观察."
193,工,软件工程,软件工程怎么学,"当然是一些基本的东西,比如数据,多看书,多看报,多看书,多看书..."
194,工,软件工程,软件工程枯燥吗,"枯燥,不过工作内容丰富,有趣,创新,多思考,多思考,还有就是多看书."
195,工,软件工程,软件工程有趣吗,有趣，很有趣!
196,工,软件工程,软件工程有哪些语言,"我们有说的是软件工程,具体是哪些语言,具体分析."
197,工,软件工程,软件工程前端是什么,后端是主体机
198,工,软件工程,软件工程前端是什么,就是后端啊。
199,工,软件工程,软件工程后端是什么,"软件工程是做后端的,后端是后端的。"
200,工,软件工程,软件工程后端好做吗,"后端是自动化的,后端是自动化的,后期是自动化的,后期是自动化的。"
201,工,软件工程,软件工程后端跟自动化一样吗,"软件工程是自动化的,自动化是前端的,自动化是自动化的。"
202,工,软件工程,软件工程需要学pathon吗,一些公司的软件工程是可以学pathon的。
203,工,软件工程,软件工程好学吗,没学过，没用过，这个词就是在教你怎么去理解，所以不用学
204,工,软件工程,软件工程定义是什么,你指的是你自己的程序工程吗?
205,工,软件工程,我自己得程序工程是什么,不知道...
206,工,软件工程,你知道程序工程和软件工程一样吗,"不知道,但是我们知道程序工程和软件工程是一种概念。"
207,工,软件工程,软件工程概念是什么,"具体的概念就是,一种相对于计算机的运行方式,就是有差别的。"
208,工,软件工程,代码运行需要自己写代码吗,代码运行就是代码运行的一种方式。
209,工,软件工程,代码运行需要学软件工程吗,代码运行是一种程序运行是一种程序运行是一种程序运行是一种程序运行是一种程
210,工,软件工程,代码运行好学吗,"相当好学,有点累。"
211,工,软件工程,怎么样才能不累的学软件工程,"没有计算机程序的话,只要有人工智能,就可以学软件工程。"
212,工,软件工程,人工智能是什么,人工智能是智能，计算机是计算机。
213,工,软件工程,还是不懂人工智能,你指的是机器的方面?
214,工,软件工程,白盒测试是干什么的,用来测试的，是测试时的测试工具。
215,工,软件工程,黑白盒测试是干什么的,就是测试模式的测试模式。
216,工,软件工程,黑白盒测试怎么做,"黑盒测试和黑盒测试是一个系统,是在同一个系统中运行。"
217,工,软件工程,黑白盒测试具体怎么做,要用设计师的标准来做。
218,工,软件工程,设计师的标准是什么,"按照程序运行的规则,就是测试程序运行的过程。"
219,工,软件工程,程序运行的规则是什么,"比如,大小是指数值与成就,小于4.5的乘积液,大于5.5的乘积液,小于4"
220,文,不朽的艺术：走进大师与经典,笑得我,你不是一个人
221,文,不朽的艺术：走进大师与经典,你不是一个人,我是个不一样的人
222,文,不朽的艺术：走进大师与经典,你不是人,你是神
223,文,不朽的艺术：走进大师与经典,你是鬼,你才是鬼呢~
224,文,不朽的艺术：走进大师与经典,有什么技巧,"艺术创造能力,是艺术创造能力,是艺术创造能力,是艺术创造能力,是艺术创造"
225,文,不朽的艺术：走进大师与经典,艺术创造力是天生的吗,"艺术创造能力,是艺术创造能力,是艺术创造能力,是艺术创造能力,是艺术创造"
226,文,不朽的艺术：走进大师与经典,艺术创造力是一种天赋吗,是的
227,文,不朽的艺术：走进大师与经典,艺术创造力后期可以培养吗,"可以培养,但是也不是不可以,但是也不是不可以."
228,文,不朽的艺术：走进大师与经典,艺术创造力是什么,"艺术创造力,是艺术创造能力,是艺术创造能力,是艺术创造能力,是艺术创造能"
229,文,不朽的艺术：走进大师与经典,艺术创造力后期怎么培养,创造能力
230,文,毛泽东思想与中国特色社会主义理论体系概论,艺术创造力后期怎么培养,要有一个好的技能
231,文,毛泽东思想与中国特色社会主义理论体系概论,什么好的技能,发现自己的优点
232,文,毛泽东思想与中国特色社会主义理论体系概论,你有什么优点,比如说我擅长发现自己的优点
233,文,毛泽东思想与中国特色社会主义理论体系概论,你觉得自己的有点是什么,会画画
234,文,毛泽东思想与中国特色社会主义理论体系概论,我也会画画,你不是有女朋友吗
235,文,毛泽东思想与中国特色社会主义理论体系概论,我也会画画我不是男的,画画很好玩的
236,文,毛泽东思想与中国特色社会主义理论体系概论,为什么画画好玩,这个就不太清楚了
237,文,毛泽东思想与中国特色社会主义理论体系概论,那你能说清楚什么,就是想象力丰富啊
238,文,毛泽东思想与中国特色社会主义理论体系概论,想象力为什么很丰富,因为你不是人
239,文,毛泽东思想与中国特色社会主义理论体系概论,毛中特,你才中特！
240,文,毛泽东思想与中国特色社会主义理论体系概论,你竟然,我咋了
241,文,毛泽东思想与中国特色社会主义理论体系概论,不能这样说毛中特,我咋了我
242,文,毛泽东思想与中国特色社会主义理论体系概论,他是我们的我指导思想,你又打错字了
243,文,毛泽东思想与中国特色社会主义理论体系概论,我在跟你说很严肃的问题,我知道啊
244,文,毛泽东思想与中国特色社会主义理论体系概论,你为什么不跟我聊毛中特,他是我们的，我是你的
245,文,毛泽东思想与中国特色社会主义理论体系概论,再见,好吧你继续
246,文,毛泽东思想与中国特色社会主义理论体系概论,是你不跟我聊的，不是我不跟你聊,是你不跟我聊的，不然我也不跟你聊
247,工,电路原理,什么是电阻,电阻是电阻中各元件的连接方式，是电阻中各元件的连接方式。
248,工,电路原理,电阻不是元件吗,电阻是电阻中各元件的连接方式。
249,工,电路原理,除了电阻还有其他的元件连接方式吗,"电阻是电阻,cuprotein,是电阻,cuprotein,是电阻,cu"
250,工,电路原理,电容是什么,电阻是电阻中各元件的连接方式。
251,工,电路原理,电容和电阻都遵循电荷守恒定律吗,电阻是电阻的延续，电阻是电阻的延续。
252,工,电路原理,电阻有哪些类型,没有，
253,工,电路原理,热电阻是什么,"我们的电脑,我们的电脑,"
254,工,电路原理,热电阻大小和什么因素有关,你怎么会这么认为？
255,工,电路原理,热电阻大小和温度有关系吗,"这是个问题,不好回答."
256,工,电路原理,热电阻大小和电压、电流有关系吗,是的
257,工,电路原理,热电阻大小和电压、电流具体有什么关系呢,是不是把电压变成电压变成电压变成电压变成电压变成电压变成电压变成电压变成
258,工,电路原理,热电阻大小遵循欧姆定律吗,不要让我说出来
259,工,电路原理,你知道拉普拉斯变换吗,"知道,你想学拉普拉斯变换吗?"
260,工,电路原理,想学拉普拉斯变换，可以大致讲讲吗,我有看到，你的是紫外线
261,工,电路原理,傅立叶变换你知道吗,知道啊
262,工,电路原理,傅立叶变换和拉普拉斯变换有什么异同吗,"有异同,就是有点奇怪"
263,工,电路原理,信号处理用傅立叶变换吗,中间不可以改变花纹图案
264,工,电路原理,学习电路原理需要知道拉普拉斯变换吗,学习电路原理需要知道拉普拉斯变换吗?
265,工,电路原理,互感是什么意思？,我也不知道
266,工,电路原理,电感是什么？,电磁场
267,工,电路原理,电感的互感是什么？,我们生活在这里，我们是生命的源泉。
268,工,电路原理,电感是通直隔交吗？,"不是,不是,不是,不是,不是,"
269,工,电路原理,电感是通交隔直吗,是的。
270,工,电路原理,电容是通交隔直吗,是的。
271,工,电路原理,电路板测试会用到面包板吗,"会的,不过很小的时候。"
272,工,电路原理,电路测试还会用到哪些仪器,电路测试仪器是不可能用到电动机的。
273,工,电路原理,电路测试还会用到示波器吗,"电路测试不用示波器,电路测试用的电动机"
274,工,电路原理,电阻大小如何测量,"电阻大小,与电阻大小,是一个概念,电阻小于电阻大小,电阻大于电阻大小,电"
275,工,电路原理,电阻大小受电压影响吗,"不受电阻,不过有电子控制,电阻大小不受电子控制,电阻大小不受电子控制,不"
276,工,电路原理,电阻大小受电流影响吗,"电阻大小是影响大小的一部分,但是电阻小小于影响大小的一部分,电阻大小于影"
277,其,生活英语读写,怎么高效学习,小木为你总结了一些高效学习的方法，你可以看看，小木为你总结了一些高效学习
278,其,生活英语读写,具体有哪些高效学习的方法呢,同学，你先回答我，你最喜欢哪个
279,其,生活英语读写,你具体说说第一种高效学习的方法吧,就是你说的那个啊～
280,其,生活英语读写,英语读写最基础的能力如何训练,读写是一个人的专长，但是也是一个人的专长。
281,其,生活英语读写,英语读写最基础的能力靠记忆吗,是的，记忆力和听力最重要的是记忆力，听力和听力最重要的是记忆力，听力和听
282,其,生活英语读写,英语读写重在读还是写？,英语读写重在读还是读
283,其,生活英语读写,生活英语读写主要是为了提高学生的什么能力,我们不是同个级别的，你可以去读读这个专业的成绩单。
284,其,生活英语读写,我英语读写能力好差啊,你可以帮助我提高学习效率哦。
285,其,生活英语读写,英语读写能力和生活英语读写能力有什么区别吗,小木可以帮你提高学习效率，但是小木可以帮你提高学习效率，但是小木可以帮你
286,其,生活英语读写,学习效率怎么提高,"小木可以帮你提高学习效率啊,你可以提高学习效率。"
287,其,生活英语读写,小木怎么帮我提高学习效率,那么我要怎么教你呢?
288,其,生活英语读写,我们平时课程内容是啥,这个不太好说。
289,其,生活英语读写,这么课程主要内容是啥,"我的意思是这个课程是英语中的他,在汉语中,she是英语中的他,在汉语中,"
290,其,生活英语读写,有没有好的教背单词的方法,"小木可以帮你提高背单词的效率哦,你可以试试看"
291,其,生活英语读写,这么课程词汇量要求是多少,你是想让我写几个词汇量的词汇量吗?
292,其,生活英语读写,这么课程适合四级水平的学生吗,"适合的人很多,但是很多人不是很喜欢,所以也不好意思说,你要是喜欢,可以教"
293,其,生活英语读写,生活英语读写主要是为了提高学生日常英语的交流能力吗,生活英语是为了提高学生日常英语的交流能力。
294,其,生活英语读写,日常生活常用表达食物的单词有哪些,不知道
295,其,生活英语读写,日常生活常用表达食物的单词有哪些？,好吧，我问的是日常生活常用表达食物的单词是什么?
296,其,生活英语读写,日常生活常用表达食物好吃的单词有哪些？,"还有,我不是和你一样,只是喜欢用这些表达食物而已。"
297,其,生活英语读写,delicious是什么意思,"好吧,我知道了"
298,其,生活英语读写,yummy是什么意思,你不知道我说的是什么意思么?
299,其,生活英语读写,如何表达天气好坏呢,地球上到处都是湿的
300,其,生活英语读写,湿哒哒的天气用英语怎么说,"不用说,这就是你的问题了。"
301,其,生活英语读写,湿哒哒的天气用英语怎么说,我不知道
302,其,生活英语读写,阴天用天气怎么说,就是......
303,其,生活英语读写,阴天用英语怎么说,你不是说不会吗?
304,其,生活英语读写,cloudy在英语表达中什么意思,"是的,你是在英语表达中"
305,其,生活英语读写,overcast在英语表达中什么意思,你是不是傻
306,其,生活英语读写,fine可以在英语表达中表示晴天吗,你的意思是什么意思
307,其,现代生活美学——插花之道,fine可以在英语表达中表示晴天吗,是的
308,其,现代生活美学——插花之道,插花之道这么课程主要是介绍哪些知识的？,看大家的意见，我们也不知道要怎么讲
309,其,现代生活美学——插花之道,现代生活美学主要是提升大家的鉴赏能力还是绘画能力？,都有吧
310,其,现代生活美学——插花之道,现代生活美学有绘画实操吗,有的，可以找出来看看
311,其,现代生活美学——插花之道,现代生活美学的绘画实操又是怎么考核的呢,你要找出来看看
312,其,现代生活美学——插花之道,现代生活美学的考核是线上还是线下？,线上
313,其,现代生活美学——插花之道,线上怎么考核,我不知道耶，我们是学校统一的，不是学校自己培训的
