,category,course,query,answer,coherence,informativeness,hallucination,humanness,helpfulness,instructiveness
58,理,有机化学,均裂和异裂有什么区别？,"均裂和异裂是共价键断裂方式的两种分类。均裂是共价键断裂时,原子间共用电子对全部消失,形成两个单键,如:H2+Cl2=2HCl;异裂是共价键断裂时,原子间共用电子对部分消失,形成两个双键,如:H2+Cl2=2HCl。",2,1,1,2,2,1
59,理,有机化学,化学键成键的条件有哪些？,1.原子间有共用电子对;2.原子间有共用电子对的原子数相等;3.原子间有共用电子对的原子的电性相同。,1,1,1,2,1,1
60,理,有机化学,共价键的形成条件？,1.原子间有共用电子对;2.原子间有共用电子对的原子数相等;3.原子间有共用电子对的原子的电性相同。,1,1,1,2,1,1
61,理,有机化学,共价键的形成条件是什么？,共价键的形成条件是:1.两个原子间有共用电子对;2.两个原子的电负性差值较大。,1,1,1,2,1,1
62,理,有机化学,共价键是如何形成？,共价键的形成过程是:1.两个原子的价电子数相等;2.两个原子的电负性差值较大。,2,1,2,2,1,1
63,理,有机化学,官能团有哪些？,官能团是具有官能团的物质的总称。,1,1,2,2,1,1
64,理,有机化学,石油的组成有哪些元素？,,0,0,0,0,0,0
65,理,有机化学,石油由哪些元素组成？,,0,0,0,0,0,0
66,理,有机化学,有机化合物的分类方法有哪些？,,0,0,0,0,0,0
67,理,有机化学,炔烃根据什么命名？,"炔烃根据碳链的长短命名,碳链越长,命名越复杂。",2,1,2,2,1,1
68,理,有机化学,炔烃的化学性质有哪些？,"炔烃的化学性质与烯烃相似,但比烯烃活泼,能发生加成反应、氧化反应、聚合反应等。",1,1,2,2,1,1
69,理,有机化学,查看学点成绩报告,"可以的,点击“我的”-“学点成绩报告”即可查看。",2,2,2,2,2,1
70,理,有机化学,炔烃如何命名？,"炔烃根据碳链的长短命名,碳链越长,命名越复杂。",2,1,2,2,1,1
71,其,日语与日本文化,我学习总是很没效率该怎么办？,"小木为你推荐“学习金字塔”理论,学习效果最佳哦~",0,0,1,1,0,0
72,其,日语与日本文化,我学习总是很没效率该怎么办？,"小木为你推荐“学习金字塔”理论,学习效果最佳哦~",0,0,1,1,0,0
73,其,日语与日本文化,我学习总是很没效率该怎么办？,"小木为你推荐“学习金字塔”理论,学习效果最佳哦~",0,0,1,1,0,0
74,其,日语与日本文化,如何学好一门语言？,"小木为你推荐“学习金字塔”理论,学习效果最佳哦~",0,0,1,1,0,0
75,其,日语与日本文化,日语学习方法有哪些？,"小木为你推荐“学习金字塔”理论,学习效果最佳哦~",0,0,1,1,0,0
76,其,日语与日本文化,下午学习总犯困怎么办？,"小木为你推荐“学习金字塔”理论,学习效果最佳哦~",0,0,1,1,0,0
77,其,日语与日本文化,具体解释一下什么是学习金字塔,"学习金字塔是美国缅因州的国家训练实验室研究成果,它用数字形式形象显示了:采用不同的学习方式,学习者在两周以后还能记住内容(平均学习保持率)的多少。它是一种现代学习方式的理论。最早它是由美国学者、著名的学习专家爱德加·戴尔1946年首先发现并提出的。",2,2,2,1,2,1
78,其,日语与日本文化,那具体应该怎么做？,"小木为你推荐“学习金字塔”理论,学习效果最佳哦~",0,0,1,1,0,0
79,其,日语与日本文化,我中文都学不好能学习日语吗？,"当然可以,小木会为你推荐最适合你的课程,并为你解答课程中遇到的问题。",1,1,1,1,1,1
80,其,日语与日本文化,我适合学习这门课吗？,"当然可以,小木会为你推荐最适合你的课程,并为你解答课程中遇到的问题。",1,1,2,2,1,1
81,其,日语与日本文化,日语语法难吗？,"日语语法不难,小木会为你推荐最适合你的课程,并为你解答课程中遇到的问题。",1,1,2,2,1,1
82,其,日语与日本文化,如何练习日语口语？,"小木会为你推荐最适合你的课程,并为你解答课程中遇到的问题。",0,0,1,1,0,0
83,其,日语与日本文化,这门课会讲日本文化？,"小木会为你推荐最适合你的课程,并为你解答课程中遇到的问题。",0,0,1,1,0,0
84,其,日语与日本文化,那我适合学什么课啊,"小木会为你推荐最适合你的课程,并为你解答课程中遇到的问题。",0,0,1,1,0,0
85,其,日语与日本文化,日语中的娘是母亲吗,"不是,娘是女儿的意思。",2,2,2,2,2,1
86,其,日语与日本文化,那日语中母亲怎么说？,お母さん,2,2,2,2,2,1
87,其,日语与日本文化,日语早上好有几种说法？,おはようございます,2,2,2,2,2,1
88,其,日语与日本文化,用日语如何打招呼,こんにちは,2,2,2,2,2,1
89,其,日语与日本文化,日语再见是撒由那拉？,"不是,是さようなら",2,2,2,2,2,1
90,其,日语与日本文化,日语里机的意思是手机吗,"不是,是机",2,1,1,2,1,1
91,其,日语与日本文化,平假名和片假名有什么区别？,平假名は、日本の文字で、日本の国名を表す。片假名は、日本の文字で、日本の国名を表す。万叶假名は、日本の文字で、日本の国名を表す。,2,2,2,2,2,1
92,其,日语与日本文化,平假名和片假名有什么区别？,"平假名是日语的书写形式,片假名是日语的发音形式。",1,1,2,2,1,1
93,其,日语与日本文化,日语语法有哪些特点？,"日语语法的特点是:1.动词变形复杂,动词活用变化多;2.助词多,助词的活用变化多;3.敬语发达,敬语的活用变化多;4.助词、助动词、助动词的活用变化多。",2,2,2,1,2,1
94,其,日语与日本文化,日语语句顺序是怎样的？,日语语句顺序是:主语-谓语-宾语。,2,2,2,2,2,1
95,其,日语与日本文化,日语中有多少种外来语？,日语中共有1000多种外来语。,2,2,2,2,2,1
96,其,日语与日本文化,中文是日语最主要的外来语吗,"不是,中文是日语最主要的外来语之一。",1,1,2,2,1,1
97,理,有机化学,炔烃有哪些化学性质？,"炔烃的化学性质与烯烃相似,但比烯烃活泼,能发生加成反应、氧化反应、聚合反应等。",1,1,2,2,1,1
98,理,有机化学,如何查看学点成绩报告？,点击“我的”-“学点成绩报告”即可查看。,2,2,2,2,2,1
99,其,日语与日本文化,日语和韩语是一个语系吗,"不是,日语和韩语属于不同的语系。",2,2,2,2,2,1
100,理,有机化学,炔烃有哪些物理性质？,"炔烃的沸点比烯烃低,比烷烃高,比苯低,比乙醇高。",1,1,2,2,1,1
101,理,有机化学,库切洛夫反应是什么？,"库切洛夫反应是1935年由苏联化学家库切洛夫发现的,反应中,烯烃与溴化氢在无水氯化锌存在下,在酸性条件下发生加成反应,生成溴代烷烃。",2,2,2,2,2,2
102,其,日语与日本文化,能不能具体一点？,"小木为你推荐“学习金字塔”理论,学习效果最佳哦~",0,0,1,1,0,0
103,理,有机化学,顺势烯烃如何获得？,"顺势烯烃是烯烃的衍生物,在烯烃分子中,碳碳双键的键长和键角都发生了改变,使烯烃分子的对称性降低,从而具有顺磁性。",1,1,2,2,1,1
104,其,日语与日本文化,学习金字塔是指什么？,"学习金字塔是美国缅因州的国家训练实验室研究成果,它用数字形式形象显示了:采用不同的学习方式,学习者在两周以后还能记住内容(平均学习保持率)的多少。",2,2,2,2,2,1
105,理,有机化学,乙炔的制作方法有哪些？,,0,0,0,0,0,0
106,其,日语与日本文化,都有哪些学习方式？,"1.听讲,2.阅读,3.视听结合,4.示范,5.练习,6.教授给他人,7.做项目,8.讨论,9.做报告,10.教别人。",2,2,2,2,2,1
107,理,有机化学,如何获得乙炔？,,0,0,0,0,0,0
108,其,日语与日本文化,教别人我不行，太尴尬了,"没关系,小木会为你推荐最适合你的学习方式,并为你解答课程中遇到的问题。",0,0,1,1,0,0
109,理,有机化学,如何制备乙炔？,,0,0,0,0,0,0
110,其,日语与日本文化,那你推荐一种？,"小木推荐“阅读”学习方式,因为阅读是学习金字塔中最有效的学习方式。",0,0,1,2,1,1
111,其,日语与日本文化,阅读是课本还是课外书？,"都可以,小木会为你推荐最适合你的阅读方式。",1,1,2,2,1,1
112,理,有机化学,如何制备较纯乙炔？,,0,0,0,0,0,0
113,理,有机化学,乙炔在400~500℃发生环状三聚合作用会生成什么？,乙炔在400~500°C发生环状三聚合作用会生成苯。,1,1,2,2,1,1
114,其,日语与日本文化,日语女儿怎么说？,お嫁さん,2,2,2,2,2,1
115,理,有机化学,乙炔在400~500℃发生环状三聚合作用会生成什么物质？,乙炔在400~500°C发生环状三聚合作用会生成苯。,1,1,2,2,1,1
116,其,日语与日本文化,さようなら的意思是？,さようなら(sayonara)是再见的意思。,2,2,2,2,2,1
117,理,有机化学,乙炔在400~500℃会生成苯吗？,乙炔在400~500°C会生成苯。,1,1,2,2,1,1
118,其,日语与日本文化,日语中如何表达爱,爱してる(aishiteru)我爱你,2,2,2,2,2,1
119,理,有机化学,乙炔在高温下多少度会会生成苯？,乙炔在高温下400~500°C会生成苯。,2,2,2,1,2,1
120,其,日语与日本文化,日语里的爱有几种含义？,爱(あい)は、人の心の中に存在する感情のこと。,2,2,2,2,2,1
121,理,有机化学,乙炔生成苯需要高温条件吗？,乙炔生成苯需要高温条件。,2,2,2,2,2,1
122,其,日语与日本文化,こんにちは是你好的意思？,,0,0,0,0,0,0
123,理,有机化学,共价键的断键方式有哪些？,共价键的断裂方式有四种:1.电离;2.加成;3.取代;4.氧化。,2,2,2,2,2,1
124,其,日语与日本文化,日语里盖浇饭怎么说？,ごはんがたまごごはん,2,2,2,2,2,1
125,其,日语与日本文化,平假名有分类吗？,平假名は、日本の文字で、日本の国名を表す。,2,2,2,2,2,1
126,理,有机化学,均裂和异裂有什么区别？,均裂和异裂是共价键断裂方式的两种分类。,2,1,2,2,1,1
127,理,有机化学,均裂和异裂是什么？,均裂和异裂是共价键断裂方式的两种分类。,2,1,2,2,1,1
128,其,日语与日本文化,片假名是发音？,片假名は、日本の文字で、日本の国名を表す。,2,2,2,2,2,1
129,理,有机化学,化学键成键的条件有哪些？,,0,0,0,0,0,0
130,其,日语与日本文化,搞不清楚平假名片假名有什么用？,平假名は、日本の文字で、日本の国名を表す。,2,2,2,2,2,1
131,理,有机化学,共价键是如何形成？,共价键的形成是原子间通过共用电子对形成共价键的过程。,2,2,2,1,2,1
132,其,日语与日本文化,日语语言特点有哪些？,日语は、日本の言叶で、日本の国名を表す。,1,1,2,2,1,1
133,其,日语与日本文化,能用中文回答吗？,日语は、日本の言叶で、日本の国名を表す。,1,1,2,2,1,1
134,其,日语与日本文化,你总是重复一句话,日语は、日本の言叶で、日本の国名を表す。,1,1,2,2,1,1
135,理,有机化学,共价键成键的条件有哪些？,共价键成键的条件有:1、原子间有共用电子对;2、原子间有共用电子对的原子必须处于同一平面上;3、原子间有共用电子对的原子必须相互靠近。,2,2,2,1,2,1
136,其,日语与日本文化,日语是以中文为基础吗,不是,2,2,2,2,2,1
137,理,有机化学,石油由哪些元素组成？,石油由碳、氢、氧、氮、硫、磷、卤素等元素组成。,2,2,2,2,2,2
138,其,日语与日本文化,日语里有很多外来语啊,,0,0,0,0,0,0
139,文,毛泽东思想与中国特色社会主义理论体系概论,石油由哪些元素组成？,"石油是由碳氢化合物组成的,其中碳元素占70%25,氢元素占15%25,其他元素占25%25。",2,2,2,1,2,1
140,文,毛泽东思想与中国特色社会主义理论体系概论,石油由哪些元素组成？,"石油是由碳氢化合物组成的,其中碳元素占70%25,氢元素占15%25,其他元素占25%25。",2,2,2,1,2,1
141,其,日语与日本文化,平假名来源于汉字草书是真的吗,是的,1,1,1,1,1,1
142,文,毛泽东思想与中国特色社会主义理论体系概论,石油由哪些元素组成？,"石油是由碳氢化合物组成的,其中碳元素占70%25,氢元素占15%25,其他元素占25%25。",2,2,2,1,2,1
143,其,日语与日本文化,平假名发明人是谁？,仓颉,2,2,2,1,2,1
144,其,日语与日本文化,日本有书法比赛吗,有,2,1,2,2,1,2
145,其,日语与日本文化,日本有没有传统戏剧,有,2,1,2,2,1,1
146,文,毛泽东思想与中国特色社会主义理论体系概论,五四运动的性质是什么？,,0,0,0,0,0,0
147,文,毛泽东思想与中国特色社会主义理论体系概论,五四运动带来了什么影响？,"五四运动是一场彻底的反帝反封建的爱国运动,也是中国新民主主义革命的开端。",1,1,2,2,1,1
148,文,毛泽东思想与中国特色社会主义理论体系概论,近代中国国情是什么？,近代中国国情是半殖民地半封建社会。,2,2,2,1,2,2
149,文,毛泽东思想与中国特色社会主义理论体系概论,毛泽东思想的历史地位？,"毛泽东思想是马克思列宁主义在中国的运用和发展,是被实践证明了的关于中国革命和建设的正确的理论原则和经验总结,是中国共产党集体智慧的结晶。",2,2,2,1,2,2
150,文,毛泽东思想与中国特色社会主义理论体系概论,毛泽东思想形成发展的历史条件？,毛泽东思想形成发展的历史条件是:1、近代中国半殖民地半封建社会的国情;2、马克思主义传入中国;3、中国共产党的诞生;4、中国共产党人的革命实践。,2,2,2,1,2,2
151,文,毛泽东思想与中国特色社会主义理论体系概论,群众路线的含义是什么？,群众路线是中国共产党的根本工作路线。,2,2,2,1,2,2
152,其,日语与日本文化,日本有没有传统戏剧,,0,0,0,0,0,0
153,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义革命的对象是什么？,新民主主义革命的对象是帝国主义、封建主义和官僚资本主义。,2,2,2,1,2,2
154,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义革命的动力是什么？,新民主主义革命的动力是工人阶级、农民阶级、城市小资产阶级和民族资产阶级。,2,2,2,1,2,2
155,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义革命有哪些领导力量？,新民主主义革命的领导力量是中国共产党。,2,2,2,2,2,2
156,文,毛泽东思想与中国特色社会主义理论体系概论,五四运动具有什么性质？,五四运动是新民主主义革命的开端。,2,2,2,1,2,2
157,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义革命的性质是什么？,"新民主主义革命是无产阶级领导的,以工农联盟为基础的,反对帝国主义、封建主义和官僚资本主义的革命。",2,2,2,1,2,2
158,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义革命的动力有哪些？,新民主主义革命的动力包括无产阶级、农民阶级、小资产阶级、民族资产阶级和爱国的知识分子。,2,2,2,2,2,2
159,文,毛泽东思想与中国特色社会主义理论体系概论,无产阶级属于新民主主义革命的动力吗？,"是的,无产阶级是新民主主义革命的领导阶级。",2,2,2,1,2,2
160,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义革命的领导力量有哪些？,新民主主义革命的领导力量是中国共产党。,2,2,2,2,2,2
161,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义革命带来了哪些影响？,新民主主义革命带来了新民主主义经济、政治和文化。,2,2,2,1,2,2
162,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义革命和旧民主主义革命有什么区别？,"新民主主义革命是无产阶级领导的,人民大众的,反对帝国主义、封建主义和官僚资本主义的革命。旧民主主义革命是资产阶级领导的,反对帝国主义、封建主义和官僚资本主义的革命。",2,2,2,1,2,2
163,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义革命对我们什么启示？,"新民主主义革命是无产阶级领导的,人民大众的,反对帝国主义、封建主义和官僚资本主义的革命。",2,2,2,2,2,2
164,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义革命的政治纲领有哪些？,"新民主主义革命的政治纲领是:1.打倒军阀,推翻国际帝国主义的压迫,统一中国为真正的民主共和国。2.没收官僚资本归新民主主义的国家所有,没收封建阶级的土地归农民所有,保护民族工商业。3.和平解决西安事变,实现国内和平,反对内战。4.反对帝国主义的侵略,反对封建主义的压迫,建设新民主主义的中国。",2,2,2,1,2,2
165,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义革命的经济纲领有哪些？,"新民主主义革命的经济纲领是:1.没收封建阶级的土地归农民所有,没收蒋介石、宋子文、孔祥熙、陈立夫为首的垄断资本归新民主主义的国家所有,保护民族工商业。2.保护工人、农民、小资产阶级和民族资产阶级的经济利益,调整各阶层人民之间的关系。3.实行耕者有其田的土地制度,发展农业生产。4.建立独立、自由、民主、统一和富强的新中国。",2,2,2,1,2,2
166,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义革命的文化纲领有哪些？,"新民主主义革命的文化纲领是:1.发展民族的、科学的、大众的文化。2.实行百花齐放、百家争鸣的方针。3.实行普及教育、发展科学技术和培养文化人材的方针。4.发展新民主主义的文化事业,实行文化专制主义。",2,2,2,2,2,2
167,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义革命道路的意义？,"新民主主义革命道路是中国革命的必由之路,是马克思主义中国化的伟大成果,是中国共产党领导中国人民取得革命胜利的重要法宝。",2,2,2,1,2,2
168,文,毛泽东思想与中国特色社会主义理论体系概论,新民主主义社会的五种经济成分是哪些？,新民主主义社会有五种经济成分:国家资本主义经济、个体经济、私营资本主义经济、民族资本主义经济和合作社经济。,2,2,2,1,2,2
169,文,毛泽东思想与中国特色社会主义理论体系概论,党的过渡时期什么时候？,党的过渡时期是1949年10月到1956年。,2,2,2,2,2,2
170,文,毛泽东思想与中国特色社会主义理论体系概论,党的过渡时期的总路线在哪个会议提出的？,党的过渡时期的总路线是1954年9月召开的第一届全国人民代表大会第一次会议提出的。,2,2,2,1,2,2
171,文,毛泽东思想与中国特色社会主义理论体系概论,党的三大优良作风是什么？,党的三大优良作风是:理论联系实际、密切联系群众、批评与自我批评。,2,2,2,1,2,2
172,文,毛泽东思想与中国特色社会主义理论体系概论,”三个代表“的重要思想的核心观点是什么？,"”三个代表“的重要思想的核心观点是:中国共产党始终代表中国先进生产力的发展要求,代表中国先进文化的前进方向,代表中国最广大人民的根本利益。",2,2,2,2,2,2
173,文,毛泽东思想与中国特色社会主义理论体系概论,”三个代表“的重要思想的历史地位是什么？,"”三个代表“的重要思想是中国共产党的立党之本、执政之基、力量之源,是马克思主义中国化的最新理论成果,是中国共产党先进性的集中体现,是中国共产党必须长期坚持的指导思想。",2,2,2,1,2,2
174,文,毛泽东思想与中国特色社会主义理论体系概论,科学发展观的科学内涵是什么？,"科学发展观的科学内涵是:第一要义是发展,核心是以人为本,基本要求是全面协调可持续,根本方法是统筹兼顾。",2,2,2,1,2,2
175,文,毛泽东思想与中国特色社会主义理论体系概论,科学发展观的内容有哪些？,"科学发展观的内容是:第一要义是发展,核心是以人为本,基本要求是全面协调可持续,根本方法是统筹兼顾。",2,2,2,2,2,2
176,文,毛泽东思想与中国特色社会主义理论体系概论,科学发展观的历史地位？,"科学发展观是马克思主义中国化的最新理论成果,是中国共产党集体智慧的结晶,是指导党和国家全部工作的强大思想武器。",2,2,2,1,2,2
177,理,算法设计与分析,计算机科学是什么？,"计算机科学是研究计算机及其周围各种现象和规律的科学,包括计算机硬件、软件与应用。",2,2,2,1,2,2
178,文,毛泽东思想与中国特色社会主义理论体系概论,习近平新时代中国特色社会主义思想创立的社会历史条件是哪些？,"1.中国特色社会主义进入新时代。2.中国特色社会主义进入新时代,意味着近代以来久经磨难的中华民族迎来了从站起来、富起来到强起来的伟大飞跃,迎来了实现中华民族伟大复兴的光明前景。3.中国特色社会主义进入新时代,意味着科学社会主义在二十一世纪的中国焕发出强大生机活力,在世界上高高举起了中国特色社会主义伟大旗帜。4.中国特色社会主义进入新时代,意味着中国特色社会主义道路、理论、制度、文化不断发展,拓展了发展中国家走向现代化的途径,给世界上那些既希望加快发展又希望保持自身独立性的国家和民族提供了全新选择,为解决人类问题贡献了中国智慧和中国方案。",2,2,2,2,2,2
179,文,毛泽东思想与中国特色社会主义理论体系概论,习近平新时代中国特色社会主义思想核心要义是什么？,"习近平新时代中国特色社会主义思想,是对马克思列宁主义、毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观的继承和发展,是马克思主义中国化最新成果,是党和人民实践经验和集体智慧的结晶,是中国特色社会主义理论体系的重要组成部分,是全党全国人民为实现中华民族伟大复兴而奋斗的行动指南,必须长期坚持并不断发展。",2,2,2,2,2,2
180,理,算法设计与分析,计算机硬件有哪些？,,0,0,0,0,0,0
181,文,毛泽东思想与中国特色社会主义理论体系概论,习近平新时代中国特色社会主义思想的主要内容是什么？,"习近平新时代中国特色社会主义思想,是对马克思列宁主义、毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观的继承和发展,是马克思主义中国化最新成果,是党和人民实践经验和集体智慧的结晶,是中国特色社会主义理论体系的重要组成部分,是全党全国人民为实现中华民族伟大复兴而奋斗的行动指南,必须长期坚持并不断发展。",2,2,2,1,2,2
